order_id,customer_id,restaurant_id,order_date,order_time,order_amount,delivery_time,order_status
O004896,C01668,R0386,2024-01-01,20:00,1230,118,delivered
O004897,C00621,R0401,,,-57,60,Delivered
O004898,C01257,R0364,2024-01-01,12:00,911,108,delivered
O004899,C02159,R0346,2024-01-01,12:00,1646,108,delivered
O004900,C01952,R0375,01-02-2024,20:00,1781,116,
O004901,C02982,R0422,01-02-2024,13:00,1956,-7,Delivered
O004902,C01256,R0421,March 3 2024,22:00,1848,75,delivered
O004903,C01976,R0319,2024-01-01,18:00,1783,-1,Delivered
O004904,C00750,R0261,,13:00,280,113,Delivered
O004905,C00709,R0281,2024-01-01,22:00,1755,65,
O004906,C02321,R0329,March 3 2024,12:00,1566,46,delivered
O004907,C01622,R0124,2024-01-01,13:00,1558,71,Cancelled
O004908,C02855,R0476,2024-01-01,12:00,287,12,Delivered
O004909,C00041,R0278,2024-01-01,13:00,809,59,
O004910,C00560,R0093,March 3 2024,13:00,1847,-4,Delivered
O004911,C00466,R0447,2024-01-01,18:00,1242,8,Cancelled
O004912,C01101,R0035,01-02-2024,20:00,775,106,Cancelled
O004913,C01714,R0311,2024-01-01,13:00,-73,75,delivered
O004914,C00490,R0128,01-02-2024,12:00,535,68,
O004915,C00117,R0020,2024-01-01,18:00,1915,48,Cancelled
O004916,C02482,R0261,01-02-2024,13:00,1321,59,Delivered
O004917,C00355,R0167,2024-01-01,20:00,486,-5,Cancelled
O004918,C01595,R0319,,12:00,1109,65,Delivered
O004919,C00196,R0236,01-02-2024,18:00,133,108,
O004920,C00619,R0032,,22:00,1877,59,delivered
O004921,C01475,R0231,01-02-2024,,228,104,Cancelled
O004922,C02473,R0191,2024-01-01,20:00,1182,90,
O004923,C01308,R0330,March 3 2024,22:00,1933,100,
O004924,C00034,R0424,2024-01-01,22:00,290,72,Cancelled
O004925,C02343,R0145,March 3 2024,18:00,1785,-4,
O004926,C01275,R0101,,18:00,1843,50,delivered
O004927,C00339,R0079,March 3 2024,18:00,1936,97,delivered
O004928,C02666,R0457,March 3 2024,22:00,1850,61,Cancelled
O004929,C00180,R0160,March 3 2024,,1771,88,Cancelled
O004930,C00622,R0255,March 3 2024,12:00,-97,42,
O004931,C01657,R0279,,18:00,1051,72,
O004932,C02667,R0459,March 3 2024,20:00,-92,17,
O004933,C00643,R0188,2024-01-01,18:00,1574,35,Cancelled
O004934,C02071,R0461,01-02-2024,,831,112,Cancelled
O004935,C01681,R0210,01-02-2024,18:00,24,73,Delivered
O004936,C01351,R0241,2024-01-01,,916,16,
O004937,C01178,R0056,,18:00,158,24,Cancelled
O004938,C00619,R0137,2024-01-01,22:00,871,36,Delivered
O004939,C01170,R0106,2024-01-01,,1449,41,delivered
O004940,C00252,R0069,March 3 2024,12:00,178,58,Delivered
O004941,C00302,R0190,March 3 2024,18:00,1046,30,delivered
O004942,C01567,R0192,,22:00,488,39,Cancelled
O004943,C02211,R0491,,20:00,401,34,
O004944,C00612,R0278,01-02-2024,12:00,792,9,delivered
O004945,C01072,R0032,,22:00,117,109,
O004946,C02493,R0175,2024-01-01,,259,25,
O004947,C01944,R0258,01-02-2024,13:00,1388,80,delivered
O004948,C00074,R0123,01-02-2024,20:00,1564,59,
O004949,C02874,R0085,March 3 2024,20:00,190,94,
O004950,C01728,R0476,March 3 2024,13:00,1983,87,
O004951,C00542,R0436,01-02-2024,22:00,759,92,
O004952,C00157,R0216,March 3 2024,22:00,1478,113,Delivered
O004953,C01290,R0216,March 3 2024,,1277,63,delivered
O004954,C00256,R0014,March 3 2024,20:00,1466,53,
O004955,C01052,R0037,01-02-2024,22:00,430,34,
O004956,C00937,R0027,01-02-2024,13:00,379,27,Cancelled
O004957,C02166,R0152,01-02-2024,22:00,696,99,Cancelled
O004958,C02418,R0064,2024-01-01,20:00,996,90,delivered
O004959,C02257,R0070,01-02-2024,22:00,999,74,
O004960,C02635,R0154,March 3 2024,12:00,1914,62,delivered
O004961,C02897,R0438,01-02-2024,13:00,1261,-8,Cancelled
O004962,C01892,R0253,2024-01-01,13:00,375,48,Cancelled
O004963,C01582,R0271,March 3 2024,18:00,816,89,Cancelled
O004964,C00316,R0029,,22:00,548,19,Delivered
O004965,C02492,R0484,01-02-2024,,701,5,Delivered
O004966,C01776,R0074,01-02-2024,13:00,1994,18,Cancelled
O004967,C01971,R0284,,22:00,1971,89,Cancelled
O004968,C01222,R0059,March 3 2024,12:00,1259,13,Delivered
O004969,C01723,R0243,01-02-2024,20:00,1207,-4,Cancelled
O004970,C02676,R0329,2024-01-01,20:00,778,90,Cancelled
O004971,C02493,R0149,March 3 2024,18:00,1918,35,Delivered
O004972,C00570,R0010,01-02-2024,18:00,129,37,Delivered
O004973,C02630,R0132,March 3 2024,,602,91,Delivered
O004974,C02653,R0062,01-02-2024,13:00,17,32,Cancelled
O004975,C02789,R0388,,,847,44,Cancelled
O004976,C00908,R0383,01-02-2024,13:00,471,54,
O004977,C00649,R0262,March 3 2024,13:00,1860,30,Cancelled
O004978,C01641,R0218,01-02-2024,12:00,422,23,Cancelled
O004979,C02353,R0232,01-02-2024,18:00,671,48,Delivered
O004980,C00339,R0336,March 3 2024,18:00,12,52,delivered
O004981,C00529,R0072,01-02-2024,20:00,1187,1,Cancelled
O004982,C02102,R0476,01-02-2024,18:00,1267,11,Cancelled
O004983,C01136,R0016,March 3 2024,18:00,-2,45,Cancelled
O004984,C02732,R0038,,12:00,946,-5,
O004985,C01952,R0177,2024-01-01,,138,25,Delivered
O004986,C00419,R0445,2024-01-01,13:00,1186,115,
O004987,C02353,R0321,2024-01-01,,1248,48,
O004988,C01680,R0382,2024-01-01,12:00,286,57,delivered
O004989,C00085,R0083,2024-01-01,22:00,505,41,Cancelled
O004990,C02300,R0434,2024-01-01,20:00,1223,109,
O004991,C01752,R0017,March 3 2024,20:00,462,66,
O004992,C00126,R0369,March 3 2024,20:00,1742,69,
O004993,C02658,R0156,March 3 2024,,-81,96,Delivered
O004994,C02028,R0172,01-02-2024,13:00,441,79,Cancelled
O004995,C01429,R0396,,13:00,1223,86,
O004996,C02352,R0070,,13:00,1665,57,Cancelled
O004997,C02896,R0071,2024-01-01,20:00,1214,62,Cancelled
O004998,C01290,R0255,2024-01-01,20:00,1845,30,delivered
O004999,C02703,R0456,March 3 2024,,839,105,Delivered
O005000,C00644,R0131,,,137,82,
O005001,C02906,R0049,01-02-2024,20:00,543,91,
O005002,C02559,R0021,01-02-2024,22:00,84,93,delivered
O005003,C02255,R0392,March 3 2024,22:00,1730,81,
O005004,C00574,R0320,2024-01-01,,1685,8,Delivered
O005005,C02923,R0220,,20:00,1348,107,
O005006,C02559,R0187,01-02-2024,13:00,381,54,Delivered
O005007,C02022,R0414,2024-01-01,13:00,1281,58,
O005008,C01668,R0032,,22:00,261,42,Cancelled
O005009,C02249,R0203,01-02-2024,22:00,959,55,Cancelled
O005010,C02871,R0276,2024-01-01,20:00,415,55,delivered
O005011,C01308,R0242,01-02-2024,20:00,1669,7,
O005012,C00137,R0016,2024-01-01,13:00,229,69,
O005013,C00130,R0409,2024-01-01,,1442,28,Delivered
O005014,C01219,R0316,2024-01-01,18:00,854,116,
O005015,C01018,R0173,,,192,40,delivered
O005016,C00432,R0137,March 3 2024,13:00,1834,116,
O005017,C02588,R0179,2024-01-01,,1209,87,Cancelled
O005018,C02383,R0359,2024-01-01,13:00,259,67,delivered
O005019,C02574,R0061,01-02-2024,20:00,1509,37,Cancelled
O005020,C02606,R0497,01-02-2024,18:00,1260,71,delivered
O005021,C00909,R0424,,18:00,523,22,delivered
O005022,C02014,R0104,March 3 2024,20:00,1465,70,delivered
O005023,C02558,R0317,01-02-2024,12:00,1820,88,delivered
O005024,C00209,R0195,,20:00,1411,-9,Delivered
O005025,C01985,R0256,,22:00,1153,65,delivered
O005026,C00058,R0464,,,517,79,Cancelled
O005027,C02008,R0076,2024-01-01,18:00,1723,115,
O005028,C02864,R0271,March 3 2024,20:00,474,10,Delivered
O005029,C01369,R0181,March 3 2024,13:00,1901,-6,Delivered
O005030,C01038,R0132,March 3 2024,13:00,296,17,Delivered
O005031,C01383,R0151,2024-01-01,,1479,76,
O005032,C00377,R0155,2024-01-01,13:00,301,37,
O005033,C02291,R0359,01-02-2024,20:00,1411,85,Delivered
O005034,C00993,R0235,01-02-2024,12:00,1993,88,Delivered
O005035,C02939,R0248,01-02-2024,22:00,586,59,delivered
O005036,C00415,R0165,,13:00,53,72,delivered
O005037,C00394,R0205,March 3 2024,20:00,160,-5,
O005038,C00729,R0427,2024-01-01,12:00,1932,108,delivered
O005039,C00358,R0165,01-02-2024,18:00,1676,114,Cancelled
O005040,C01600,R0488,,18:00,1254,56,Cancelled
O005041,C01182,R0213,2024-01-01,,538,13,delivered
O005042,C02722,R0413,,22:00,1192,98,delivered
O005043,C02066,R0254,,20:00,56,84,Delivered
O005044,C02776,R0157,,20:00,513,18,delivered
O005045,C02609,R0177,March 3 2024,13:00,1808,-9,Cancelled
O005046,C01592,R0075,2024-01-01,12:00,881,19,
O005047,C00155,R0435,2024-01-01,22:00,1175,100,
O005048,C01591,R0178,,12:00,166,63,Delivered
O005049,C01555,R0284,March 3 2024,22:00,-42,65,
O005050,C00487,R0330,,20:00,516,107,delivered
O005051,C02199,R0133,01-02-2024,20:00,1704,8,Delivered
O005052,C01383,R0125,2024-01-01,22:00,1482,43,delivered
O005053,C02416,R0312,2024-01-01,12:00,1587,109,
O005054,C01071,R0320,March 3 2024,,1611,84,delivered
O005055,C02255,R0127,2024-01-01,18:00,1242,22,Delivered
O005056,C02498,R0377,2024-01-01,18:00,556,55,Delivered
O005057,C01507,R0345,2024-01-01,13:00,736,79,Cancelled
O005058,C01876,R0225,March 3 2024,13:00,923,54,
O005059,C00924,R0017,,,633,75,delivered
O005060,C02745,R0497,2024-01-01,12:00,297,25,Cancelled
O005061,C02618,R0481,,,868,103,Cancelled
O005062,C02191,R0473,March 3 2024,20:00,361,26,
O005063,C01071,R0353,,12:00,37,39,delivered
O005064,C00191,R0311,01-02-2024,22:00,661,58,
O005065,C00140,R0246,2024-01-01,18:00,762,90,delivered
O005066,C00615,R0137,March 3 2024,13:00,680,87,Cancelled
O005067,C02973,R0475,March 3 2024,12:00,492,26,Cancelled
O005068,C01515,R0217,,12:00,1500,16,Cancelled
O005069,C00624,R0196,2024-01-01,22:00,1346,101,delivered
O005070,C01340,R0201,March 3 2024,20:00,1342,-10,Delivered
O005071,C01346,R0366,01-02-2024,20:00,1236,114,
O005072,C00087,R0207,,18:00,1201,18,delivered
O005073,C01918,R0016,01-02-2024,,701,27,
O005074,C00282,R0400,01-02-2024,,473,-3,
O005075,C02812,R0013,,13:00,495,84,Cancelled
O005076,C01098,R0078,01-02-2024,20:00,1947,85,
O005077,C00453,R0214,,20:00,-74,15,Delivered
O005078,C00047,R0341,,20:00,1243,102,delivered
O005079,C01612,R0329,March 3 2024,,30,0,Delivered
O005080,C02986,R0447,March 3 2024,12:00,1446,12,Delivered
O005081,C02079,R0119,01-02-2024,20:00,1120,22,Cancelled
O005082,C02582,R0425,01-02-2024,,636,119,delivered
O005083,C02065,R0181,01-02-2024,22:00,1198,102,delivered
O005084,C01684,R0324,01-02-2024,,991,50,Delivered
O005085,C01259,R0330,01-02-2024,18:00,132,1,delivered
O005086,C00392,R0355,March 3 2024,20:00,121,96,
O005087,C00354,R0373,01-02-2024,13:00,352,92,delivered
O005088,C00305,R0137,01-02-2024,12:00,1559,55,delivered
O005089,C01623,R0179,2024-01-01,22:00,203,114,
O005090,C01574,R0432,,,835,46,
O005091,C01564,R0208,,18:00,1537,35,
O005092,C01613,R0433,March 3 2024,12:00,1243,11,
O005093,C01949,R0402,,22:00,264,-6,delivered
O005094,C02557,R0394,01-02-2024,12:00,1312,57,Cancelled
O005095,C00712,R0469,,18:00,1150,3,Cancelled
O005096,C01419,R0371,March 3 2024,18:00,355,103,
O005097,C02733,R0054,,20:00,1663,16,delivered
O005098,C00786,R0079,,13:00,1228,-7,delivered
O005099,C00857,R0271,2024-01-01,20:00,227,117,delivered
O005100,C00177,R0395,2024-01-01,,718,53,delivered
O005101,C01430,R0424,01-02-2024,12:00,1865,75,delivered
O005102,C02349,R0118,,20:00,635,69,Cancelled
O005103,C02493,R0368,01-02-2024,18:00,1367,8,Delivered
O005104,C02069,R0106,,18:00,465,105,Delivered
O005105,C00711,R0105,01-02-2024,18:00,1527,83,Delivered
O005106,C02749,R0303,01-02-2024,20:00,719,58,
O005107,C01868,R0118,,,1614,20,
O005108,C00152,R0382,2024-01-01,,415,84,Cancelled
O005109,C02907,R0229,March 3 2024,22:00,1024,99,Cancelled
O005110,C01467,R0148,01-02-2024,20:00,1328,25,delivered
O005111,C00096,R0354,March 3 2024,20:00,1053,30,Cancelled
O005112,C01099,R0150,,20:00,743,54,
O005113,C02926,R0304,01-02-2024,20:00,-66,65,Cancelled
O005114,C00640,R0256,,18:00,1946,113,delivered
O005115,C01157,R0082,01-02-2024,13:00,1667,11,delivered
O005116,C02448,R0016,2024-01-01,20:00,1682,110,delivered
O005117,C02294,R0389,01-02-2024,20:00,128,11,
O005118,C00112,R0193,01-02-2024,13:00,875,115,Delivered
O005119,C01194,R0211,01-02-2024,20:00,1746,58,Delivered
O005120,C01623,R0074,,13:00,1176,-1,
O005121,C01634,R0277,2024-01-01,18:00,1411,0,delivered
O005122,C01162,R0061,,22:00,704,-6,delivered
O005123,C01618,R0461,March 3 2024,20:00,463,1,
O005124,C01260,R0439,2024-01-01,22:00,1962,33,Delivered
O005125,C01672,R0024,01-02-2024,20:00,794,98,delivered
O005126,C02842,R0023,01-02-2024,12:00,753,82,delivered
O005127,C01595,R0343,01-02-2024,,239,79,Delivered
O005128,C02164,R0395,March 3 2024,12:00,79,18,
O005129,C01496,R0431,March 3 2024,18:00,488,25,Cancelled
O005130,C02982,R0258,01-02-2024,22:00,1945,24,delivered
O005131,C01225,R0198,01-02-2024,22:00,1658,102,Delivered
O005132,C00292,R0053,March 3 2024,13:00,1968,-3,
O005133,C02390,R0139,,13:00,1516,5,Delivered
O005134,C01015,R0271,2024-01-01,20:00,464,32,Delivered
O005135,C01634,R0201,2024-01-01,13:00,568,58,Cancelled
O005136,C01240,R0396,March 3 2024,13:00,268,45,delivered
O005137,C01660,R0378,March 3 2024,22:00,593,30,delivered
O005138,C00585,R0379,,12:00,1001,66,delivered
O005139,C01914,R0164,01-02-2024,22:00,1042,-3,Cancelled
O005140,C02027,R0092,March 3 2024,13:00,258,43,Delivered
O005141,C01493,R0023,,20:00,1540,79,
O005142,C00027,R0411,March 3 2024,12:00,1437,109,Delivered
O005143,C01701,R0088,01-02-2024,13:00,1550,-2,delivered
O005144,C00455,R0398,March 3 2024,13:00,402,60,Cancelled
O005145,C00918,R0182,01-02-2024,,1979,19,Delivered
O005146,C02628,R0355,,20:00,-39,70,Cancelled
O005147,C00014,R0283,2024-01-01,20:00,1020,97,
O005148,C02146,R0021,,13:00,1570,84,
O005149,C00279,R0049,2024-01-01,13:00,1419,54,delivered
O005150,C01964,R0190,,22:00,1533,19,Cancelled
O005151,C00490,R0205,2024-01-01,18:00,351,36,delivered
O005152,C00985,R0456,,20:00,1592,84,Cancelled
O005153,C00961,R0044,01-02-2024,20:00,256,77,Cancelled
O005154,C01783,R0492,2024-01-01,,945,64,
O005155,C02672,R0300,2024-01-01,22:00,495,95,Delivered
O005156,C02255,R0128,01-02-2024,12:00,1524,69,Delivered
O005157,C01888,R0482,01-02-2024,,1029,50,
O005158,C01870,R0189,2024-01-01,,1872,86,
O005159,C01597,R0170,2024-01-01,12:00,770,-5,Cancelled
O005160,C02645,R0279,2024-01-01,12:00,1930,34,Delivered
O005161,C02743,R0201,March 3 2024,20:00,1731,54,delivered
O005162,C01263,R0385,,18:00,-8,26,delivered
O005163,C00250,R0125,01-02-2024,18:00,703,79,Delivered
O005164,C01607,R0292,01-02-2024,22:00,253,91,Delivered
O005165,C00740,R0311,,12:00,778,99,Delivered
O005166,C00306,R0366,01-02-2024,12:00,507,39,Cancelled
O005167,C01807,R0016,01-02-2024,13:00,1796,112,
O005168,C01937,R0345,2024-01-01,22:00,882,60,
O005169,C01826,R0274,01-02-2024,,1010,100,Cancelled
O005170,C00787,R0482,March 3 2024,,282,20,delivered
O005171,C02766,R0294,March 3 2024,22:00,1518,104,Cancelled
O005172,C00183,R0451,2024-01-01,20:00,1447,37,Delivered
O005173,C02693,R0020,2024-01-01,20:00,928,46,
O005174,C00030,R0019,01-02-2024,22:00,999,4,
O005175,C01412,R0013,2024-01-01,18:00,1951,43,Cancelled
O005176,C00767,R0017,2024-01-01,22:00,1006,25,
O005177,C00615,R0206,,18:00,840,42,Cancelled
O005178,C01005,R0030,2024-01-01,20:00,330,63,
O005179,C02122,R0470,March 3 2024,22:00,1916,33,Cancelled
O005180,C01270,R0299,01-02-2024,18:00,1982,22,Delivered
O005181,C00024,R0304,2024-01-01,13:00,1165,44,Cancelled
O005182,C02476,R0043,,13:00,807,33,
O005183,C01056,R0093,01-02-2024,22:00,183,40,Cancelled
O005184,C02911,R0370,01-02-2024,12:00,626,88,Cancelled
O005185,C02387,R0066,01-02-2024,22:00,1681,75,
O005186,C01971,R0119,,20:00,236,40,Delivered
O005187,C02005,R0309,March 3 2024,20:00,1894,118,Cancelled
O005188,C01539,R0072,,13:00,1887,37,delivered
O005189,C02560,R0334,,18:00,485,116,delivered
O005190,C00672,R0162,01-02-2024,13:00,1814,103,Delivered
O005191,C02925,R0461,,18:00,466,73,Delivered
O005192,C00571,R0330,01-02-2024,22:00,1599,36,
O005193,C00764,R0328,2024-01-01,12:00,774,-1,
O005194,C01243,R0455,2024-01-01,20:00,1551,15,Cancelled
O005195,C00713,R0269,,22:00,1220,39,Delivered
O005196,C02637,R0218,March 3 2024,13:00,1690,118,Cancelled
O005197,C00767,R0254,01-02-2024,,1265,98,
O005198,C01783,R0440,,,854,52,Cancelled
O005199,C01294,R0059,,22:00,1788,32,Cancelled
O005200,C02867,R0032,March 3 2024,12:00,1347,30,Cancelled
O005201,C01675,R0339,01-02-2024,18:00,1966,4,Delivered
O005202,C02126,R0120,,12:00,1746,118,delivered
O005203,C02058,R0463,March 3 2024,13:00,1951,47,Delivered
O005204,C01492,R0310,01-02-2024,12:00,1204,43,Cancelled
O005205,C01360,R0002,2024-01-01,20:00,-38,51,
O005206,C00636,R0118,March 3 2024,,913,116,delivered
O005207,C01210,R0037,,12:00,1937,60,Cancelled
O005208,C02640,R0467,2024-01-01,22:00,1889,35,Cancelled
O005209,C02766,R0097,01-02-2024,18:00,1802,79,
O005210,C02613,R0359,March 3 2024,20:00,1704,111,Cancelled
O005211,C01692,R0370,2024-01-01,20:00,1777,73,Cancelled
O005212,C01298,R0417,2024-01-01,20:00,1695,71,delivered
O005213,C02458,R0257,,13:00,925,22,Delivered
O005214,C00358,R0128,2024-01-01,13:00,777,78,
O005215,C01671,R0359,,22:00,31,103,
O005216,C02146,R0156,01-02-2024,18:00,971,39,
O005217,C01007,R0145,,12:00,892,8,Delivered
O005218,C00241,R0057,March 3 2024,22:00,1576,-8,Delivered
O005219,C02605,R0070,2024-01-01,13:00,970,105,delivered
O005220,C02759,R0436,01-02-2024,22:00,1659,80,delivered
O005221,C01827,R0044,,18:00,1334,32,
O005222,C01265,R0212,,22:00,1145,97,Delivered
O005223,C00156,R0175,,,1299,33,delivered
O005224,C00352,R0141,01-02-2024,,932,41,Cancelled
O005225,C00044,R0076,01-02-2024,20:00,801,86,Delivered
O005226,C02640,R0158,March 3 2024,12:00,1394,17,Cancelled
O005227,C00138,R0085,01-02-2024,13:00,241,98,delivered
O005228,C01968,R0322,,13:00,-35,43,Cancelled
O005229,C02484,R0309,01-02-2024,,506,-9,delivered
O005230,C00754,R0018,,18:00,1319,103,
O005231,C00143,R0284,March 3 2024,18:00,1281,6,
O005232,C01847,R0388,March 3 2024,18:00,257,17,
O005233,C02310,R0042,,13:00,1315,17,Delivered
O005234,C02560,R0491,01-02-2024,20:00,275,5,Delivered
O005235,C02721,R0382,01-02-2024,12:00,1109,74,
O005236,C00062,R0373,2024-01-01,18:00,1228,-6,Delivered
O005237,C01591,R0134,March 3 2024,13:00,77,34,delivered
O005238,C01447,R0102,March 3 2024,20:00,134,41,Cancelled
O005239,C01420,R0137,,18:00,661,51,delivered
O005240,C02020,R0404,2024-01-01,18:00,1987,-6,
O005241,C02079,R0493,01-02-2024,12:00,1210,96,Cancelled
O005242,C02997,R0222,,,1182,0,delivered
O005243,C02850,R0229,01-02-2024,12:00,1163,75,Cancelled
O005244,C01193,R0294,01-02-2024,22:00,1507,49,Delivered
O005245,C02314,R0452,01-02-2024,,250,55,Cancelled
O005246,C02356,R0486,2024-01-01,,440,6,Cancelled
O005247,C02507,R0306,March 3 2024,,1522,29,
O005248,C00334,R0316,March 3 2024,18:00,-71,69,Delivered
O005249,C02563,R0397,01-02-2024,22:00,208,65,delivered
O005250,C02489,R0119,2024-01-01,13:00,1409,52,
O005251,C02721,R0099,01-02-2024,12:00,1993,40,Cancelled
O005252,C02439,R0350,01-02-2024,,36,118,delivered
O005253,C01796,R0426,,,674,40,Cancelled
O005254,C02983,R0324,2024-01-01,20:00,1498,-7,Cancelled
O005255,C02608,R0409,2024-01-01,18:00,1354,73,delivered
O005256,C00254,R0159,March 3 2024,18:00,746,38,Cancelled
O005257,C01424,R0239,March 3 2024,22:00,106,28,Cancelled
O005258,C01028,R0396,01-02-2024,12:00,1904,94,delivered
O005259,C01912,R0320,,,1129,5,delivered
O005260,C02167,R0335,,,495,81,
O005261,C00996,R0189,,22:00,1027,14,delivered
O005262,C00470,R0309,01-02-2024,18:00,751,28,
O005263,C01494,R0249,March 3 2024,12:00,454,35,delivered
O005264,C02833,R0026,2024-01-01,18:00,1102,105,
O005265,C01888,R0189,01-02-2024,12:00,1187,42,
O005266,C01524,R0394,,18:00,654,103,Cancelled
O005267,C01094,R0140,,20:00,448,40,Delivered
O005268,C00694,R0406,01-02-2024,,1276,9,delivered
O005269,C02913,R0488,,22:00,1287,76,delivered
O005270,C02824,R0181,2024-01-01,12:00,1173,51,Cancelled
O005271,C01394,R0021,01-02-2024,22:00,1043,92,Delivered
O005272,C02045,R0163,2024-01-01,12:00,706,1,Delivered
O005273,C00181,R0071,March 3 2024,12:00,1827,70,delivered
O005274,C01221,R0082,,,1133,-9,delivered
O005275,C00047,R0155,,12:00,1999,114,
O005276,C00634,R0316,March 3 2024,18:00,1645,106,Delivered
O005277,C01164,R0355,March 3 2024,13:00,212,-3,Delivered
O005278,C01689,R0047,March 3 2024,18:00,1202,26,
O005279,C01564,R0194,,13:00,287,44,
O005280,C01451,R0224,March 3 2024,,1125,38,delivered
O005281,C00589,R0399,01-02-2024,,1775,48,Delivered
O005282,C01878,R0237,March 3 2024,18:00,1966,49,Cancelled
O005283,C02358,R0280,01-02-2024,13:00,-6,78,
O005284,C02322,R0468,01-02-2024,,29,67,Delivered
O005285,C01563,R0010,2024-01-01,12:00,1853,108,Delivered
O005286,C00840,R0376,01-02-2024,12:00,886,89,Delivered
O005287,C01414,R0472,01-02-2024,13:00,716,52,Delivered
O005288,C02507,R0152,March 3 2024,13:00,1679,116,
O005289,C00733,R0344,,22:00,656,55,Cancelled
O005290,C02409,R0104,March 3 2024,12:00,1067,74,Cancelled
O005291,C01018,R0496,2024-01-01,18:00,1134,-7,
O005292,C02710,R0124,2024-01-01,22:00,305,82,Delivered
O005293,C02747,R0185,,13:00,1752,12,
O005294,C01455,R0496,01-02-2024,,1889,43,
O005295,C02933,R0290,2024-01-01,18:00,62,69,Delivered
O005296,C00758,R0041,,20:00,450,33,
O005297,C02003,R0424,March 3 2024,20:00,30,1,
O005298,C00621,R0011,March 3 2024,,1604,69,Delivered
O005299,C01889,R0218,March 3 2024,20:00,686,115,Cancelled
O005300,C00182,R0001,01-02-2024,,1833,81,
O005301,C02734,R0414,01-02-2024,18:00,1246,61,delivered
O005302,C02729,R0171,,,-56,35,Delivered
O005303,C02296,R0338,2024-01-01,13:00,246,61,delivered
O005304,C02668,R0282,March 3 2024,18:00,613,82,
O005305,C01321,R0053,01-02-2024,22:00,546,110,Cancelled
O005306,C01800,R0125,01-02-2024,22:00,257,7,
O005307,C02078,R0175,2024-01-01,20:00,804,33,Delivered
O005308,C01326,R0265,March 3 2024,13:00,-41,32,Cancelled
O005309,C01500,R0265,March 3 2024,22:00,130,68,
O005310,C02921,R0385,2024-01-01,12:00,347,66,Delivered
O005311,C00948,R0199,,12:00,453,49,delivered
O005312,C01376,R0256,,20:00,952,52,
O005313,C00985,R0172,2024-01-01,20:00,1302,13,delivered
O005314,C02365,R0059,2024-01-01,20:00,730,18,Delivered
O005315,C02785,R0440,,22:00,-63,118,Delivered
O005316,C01421,R0106,2024-01-01,13:00,1130,113,delivered
O005317,C02216,R0435,March 3 2024,,1629,-10,Cancelled
O005318,C02791,R0125,,,188,62,
O005319,C00126,R0016,,20:00,1416,10,Delivered
O005320,C02621,R0038,,18:00,1148,86,Cancelled
O005321,C00120,R0395,March 3 2024,20:00,1975,41,Delivered
O005322,C01452,R0243,2024-01-01,,601,55,Delivered
O005323,C01009,R0409,01-02-2024,,1296,104,Delivered
O005324,C01214,R0477,01-02-2024,,1750,77,delivered
O005325,C01452,R0467,March 3 2024,22:00,103,51,delivered
O005326,C02608,R0210,March 3 2024,13:00,1038,8,Delivered
O005327,C00697,R0495,2024-01-01,20:00,943,-9,
O005328,C02271,R0315,01-02-2024,12:00,907,44,Cancelled
O005329,C01516,R0285,,20:00,1520,68,Delivered
O005330,C01035,R0464,March 3 2024,20:00,252,0,Cancelled
O005331,C02841,R0494,01-02-2024,13:00,1037,74,Delivered
O005332,C01536,R0168,,18:00,445,16,Cancelled
O005333,C00814,R0264,,20:00,181,11,
O005334,C00310,R0098,2024-01-01,20:00,572,-8,Cancelled
O005335,C01012,R0134,March 3 2024,,659,-8,Delivered
O005336,C02797,R0429,,22:00,1244,32,
O005337,C01058,R0365,March 3 2024,13:00,419,78,Delivered
O005338,C01019,R0181,01-02-2024,22:00,9,26,Delivered
O005339,C02529,R0222,01-02-2024,,852,83,delivered
O005340,C02622,R0364,March 3 2024,20:00,579,28,Cancelled
O005341,C00825,R0482,,20:00,1501,54,Delivered
O005342,C02045,R0149,,12:00,858,32,
O005343,C01117,R0244,01-02-2024,22:00,1875,10,
O005344,C00628,R0313,,,1959,-1,
O005345,C01157,R0076,,13:00,1722,34,delivered
O005346,C02892,R0369,01-02-2024,20:00,1924,82,Delivered
O005347,C00989,R0262,2024-01-01,12:00,1084,-8,
O005348,C02467,R0231,01-02-2024,12:00,279,32,delivered
O005349,C01492,R0191,March 3 2024,18:00,1194,30,
O005350,C01829,R0380,2024-01-01,13:00,515,110,delivered
O005351,C02078,R0134,March 3 2024,12:00,335,96,Cancelled
O005352,C01993,R0309,2024-01-01,13:00,821,-2,Delivered
O005353,C02346,R0252,2024-01-01,20:00,1447,113,
O005354,C01085,R0388,01-02-2024,18:00,694,102,delivered
O005355,C02506,R0245,01-02-2024,,1034,110,Delivered
O005356,C02352,R0265,March 3 2024,13:00,351,36,Cancelled
O005357,C02169,R0325,01-02-2024,,159,17,delivered
O005358,C00340,R0330,2024-01-01,18:00,1107,64,
O005359,C02496,R0367,01-02-2024,,611,83,Delivered
O005360,C01860,R0456,March 3 2024,13:00,1623,18,Cancelled
O005361,C01326,R0343,2024-01-01,,1878,46,Cancelled
O005362,C02929,R0004,March 3 2024,13:00,1309,63,delivered
O005363,C02588,R0442,,22:00,1824,108,Cancelled
O005364,C02533,R0037,01-02-2024,18:00,66,48,
O005365,C00077,R0071,2024-01-01,13:00,392,24,delivered
O005366,C01657,R0262,March 3 2024,22:00,1261,25,Cancelled
