delivery_id,order_id,delivery_partner,distance,delivery_status
D005332,O005332,Amit,14,Cancelled
D005333,O005333,,-4,
D005334,O005334,Kiran,5,Cancelled
D005335,O005335,Ravi,8,Delivered
D005336,O005336,Amit,-1,
D005337,O005337,,-5,Delivered
D005338,O005338,Amit,4,Delivered
D005339,O005339,Ravi,17,delivered
D005340,O005340,Kiran,12,Cancelled
D005341,O005341,Ravi,13,Delivered
D005342,O005342,Kiran,-1,
D005343,O005343,John,3,
D005344,O005344,,7,
D005345,O005345,Amit,7,delivered
D005346,O005346,John,-2,Delivered
D005347,O005347,,18,
D005348,O005348,Amit,10,delivered
D005349,O005349,John,18,
D005350,O005350,,-2,delivered
D005351,O005351,,5,Cancelled
D005352,O005352,John,-2,Delivered
D005353,O005353,Ravi,-4,
D005354,O005354,Kiran,18,delivered
D005355,O005355,Kiran,11,Delivered
D005356,O005356,Ravi,6,Cancelled
D005357,O005357,,6,delivered
D005358,O005358,Amit,15,
D005359,O005359,Ravi,2,Delivered
D005360,O005360,,16,Cancelled
D005361,O005361,John,4,Cancelled
D005362,O005362,John,14,delivered
D005363,O005363,,19,Cancelled
D005364,O005364,John,13,
D005365,O005365,Kiran,19,delivered
D005366,O005366,Ravi,11,Cancelled
D005367,O005367,Kiran,-2,Delivered
D005368,O005368,,7,
D005369,O005369,Ravi,7,Delivered
D005370,O005370,John,13,Cancelled
D005371,O005371,Ravi,-4,
D005372,O005372,Ravi,7,Delivered
D005373,O005373,John,10,Cancelled
D005374,O005374,Amit,7,
D005375,O005375,John,-2,
D005376,O005376,Kiran,14,
D005377,O005377,Amit,3,Cancelled
D005378,O005378,Kiran,6,Cancelled
D005379,O005379,,0,
D005380,O005380,Kiran,0,
D005381,O005381,Ravi,0,
D005382,O005382,,7,Cancelled
D005383,O005383,Amit,16,delivered
D005384,O005384,Kiran,18,Delivered
D005385,O005385,,-2,Delivered
D005386,O005386,Kiran,11,Delivered
D005387,O005387,Ravi,-3,delivered
D005388,O005388,Ravi,2,Cancelled
D005389,O005389,Amit,-5,
D005390,O005390,John,15,
D005391,O005391,John,12,delivered
D005392,O005392,Ravi,14,Delivered
D005393,O005393,,13,Cancelled
D005394,O005394,Amit,-5,Cancelled
D005395,O005395,Kiran,-1,Cancelled
D005396,O005396,Kiran,19,
D005397,O005397,,13,Delivered
D005398,O005398,John,-5,Delivered
D005399,O005399,Ravi,11,delivered
D005400,O005400,Ravi,-5,Delivered
D005401,O005401,Amit,-2,
D005402,O005402,Ravi,-1,
D005403,O005403,John,2,Cancelled
D005404,O005404,John,9,Cancelled
D005405,O005405,,7,Delivered
D005406,O005406,Amit,1,Cancelled
D005407,O005407,Amit,8,Cancelled
D005408,O005408,Ravi,-2,delivered
D005409,O005409,Kiran,12,Cancelled
D005410,O005410,Amit,12,Cancelled
D005411,O005411,Ravi,-4,Delivered
D005412,O005412,Kiran,11,Delivered
D005413,O005413,Ravi,10,Cancelled
D005414,O005414,,0,delivered
D005415,O005415,Amit,14,
D005416,O005416,Ravi,8,
D005417,O005417,,13,
D005418,O005418,Ravi,-5,delivered
D005419,O005419,John,6,Cancelled
D005420,O005420,Ravi,17,
D005421,O005421,John,10,Cancelled
D005422,O005422,Amit,3,Cancelled
D005423,O005423,Ravi,14,Cancelled
D005424,O005424,,10,
D005425,O005425,Amit,7,delivered
D005426,O005426,Amit,-5,delivered
D005427,O005427,John,-3,delivered
D005428,O005428,Amit,9,delivered
D005429,O005429,Ravi,10,Cancelled
D005430,O005430,Ravi,19,
D005431,O005431,John,8,delivered
D005432,O005432,Ravi,-5,delivered
D005433,O005433,John,-5,delivered
D005434,O005434,Kiran,-1,Delivered
D005435,O005435,John,-1,Cancelled
D005436,O005436,,2,delivered
D005437,O005437,,-5,Cancelled
D005438,O005438,Ravi,18,Cancelled
D005439,O005439,Kiran,12,Cancelled
D005440,O005440,,-5,Delivered
D005441,O005441,,8,Delivered
D005442,O005442,,5,delivered
D005443,O005443,Ravi,18,Cancelled
D005444,O005444,Amit,4,Delivered
D005445,O005445,Amit,12,
D005446,O005446,Amit,15,
D005447,O005447,Ravi,4,Cancelled
D005448,O005448,Amit,16,
D005449,O005449,John,13,delivered
D005450,O005450,Ravi,7,
D005451,O005451,Ravi,3,
D005452,O005452,Kiran,3,
D005453,O005453,,2,Cancelled
D005454,O005454,Kiran,7,Delivered
D005455,O005455,Amit,1,
D005456,O005456,Ravi,15,
D005457,O005457,Ravi,-4,Cancelled
D005458,O005458,Amit,13,delivered
D005459,O005459,,15,delivered
D005460,O005460,Kiran,18,Delivered
D005461,O005461,,-5,Cancelled
D005462,O005462,Amit,5,Delivered
D005463,O005463,Kiran,-5,
D005464,O005464,Kiran,17,Delivered
D005465,O005465,,11,Delivered
D005466,O005466,,13,
D005467,O005467,Ravi,2,Delivered
D005468,O005468,Ravi,3,Delivered
D005469,O005469,,15,
D005470,O005470,Amit,9,
D005471,O005471,,16,
D005472,O005472,Ravi,2,Delivered
D005473,O005473,Kiran,-3,
D005474,O005474,Amit,11,Cancelled
D005475,O005475,Ravi,19,Delivered
D005476,O005476,Amit,12,
D005477,O005477,Amit,5,Delivered
D005478,O005478,Kiran,19,Cancelled
D005479,O005479,Ravi,5,
D005480,O005480,,-4,
D005481,O005481,Amit,18,delivered
D005482,O005482,Amit,10,Cancelled
D005483,O005483,Kiran,-3,Cancelled
D005484,O005484,Ravi,7,delivered
D005485,O005485,Amit,19,Cancelled
D005486,O005486,Amit,7,
D005487,O005487,John,14,delivered
D005488,O005488,John,18,Delivered
D005489,O005489,Amit,14,
D005490,O005490,Kiran,13,Cancelled
D005491,O005491,,11,delivered
D005492,O005492,John,14,Delivered
D005493,O005493,John,12,delivered
D005494,O005494,Ravi,19,
D005495,O005495,,8,
D005496,O005496,John,-4,delivered
D005497,O005497,,10,delivered
D005498,O005498,,2,Cancelled
D005499,O005499,Ravi,4,
D005500,O005500,Amit,10,Delivered
D005501,O005501,Amit,1,delivered
D005502,O005502,John,0,Delivered
D005503,O005503,Ravi,-2,delivered
D005504,O005504,John,-3,
D005505,O005505,John,5,delivered
D005506,O005506,Amit,4,Cancelled
D005507,O005507,Ravi,8,Delivered
D005508,O005508,,-1,delivered
D005509,O005509,Amit,-4,
D005510,O005510,John,7,delivered
D005511,O005511,John,12,Delivered
D005512,O005512,Kiran,18,
D005513,O005513,Ravi,-3,delivered
D005514,O005514,,17,Cancelled
D005515,O005515,,5,Cancelled
D005516,O005516,John,0,Cancelled
D005517,O005517,Kiran,18,
D005518,O005518,Kiran,-3,delivered
D005519,O005519,Ravi,-5,
D005520,O005520,John,0,Cancelled
D005521,O005521,John,0,
D005522,O005522,John,2,delivered
D005523,O005523,Ravi,-3,Cancelled
D005524,O005524,,7,
D005525,O005525,Amit,19,Delivered
D005526,O005526,Kiran,16,Cancelled
D005527,O005527,,11,Delivered
D005528,O005528,Amit,8,Cancelled
D005529,O005529,,-3,delivered
D005530,O005530,,-2,
D005531,O005531,,-3,Delivered
D005532,O005532,,16,Delivered
D005533,O005533,John,9,
D005534,O005534,,17,delivered
D005535,O005535,Amit,5,Delivered
D005536,O005536,Amit,-4,
D005537,O005537,Kiran,7,Delivered
D005538,O005538,Ravi,10,delivered
D005539,O005539,Amit,0,Delivered
D005540,O005540,Amit,9,Delivered
D005541,O005541,Amit,-2,delivered
D005542,O005542,Amit,9,Delivered
D005543,O005543,Ravi,11,
D005544,O005544,Ravi,6,delivered
D005545,O005545,,-4,Delivered
D005546,O005546,Amit,-1,delivered
D005547,O005547,Amit,6,Cancelled
D005548,O005548,Kiran,3,
D005549,O005549,Kiran,15,Delivered
D005550,O005550,Kiran,18,
D005551,O005551,Kiran,4,Delivered
D005552,O005552,,12,Cancelled
D005553,O005553,John,-1,Cancelled
D005554,O005554,Kiran,-5,
D005555,O005555,Kiran,-4,
D005556,O005556,Ravi,-3,delivered
D005557,O005557,Amit,2,Delivered
D005558,O005558,,6,Delivered
D005559,O005559,Amit,4,
D005560,O005560,John,13,delivered
D005561,O005561,,6,Cancelled
D005562,O005562,John,-2,Delivered
D005563,O005563,Amit,-2,Cancelled
D005564,O005564,Ravi,19,delivered
D005565,O005565,Kiran,-2,Delivered
D005566,O005566,Amit,3,delivered
D005567,O005567,,18,delivered
D005568,O005568,Kiran,14,Delivered
D005569,O005569,,-3,Cancelled
D005570,O005570,John,12,Cancelled
D005571,O005571,,18,delivered
D005572,O005572,Ravi,18,
D005573,O005573,John,-5,delivered
D005574,O005574,Amit,1,Cancelled
D005575,O005575,Kiran,2,delivered
D005576,O005576,Kiran,1,delivered
D005577,O005577,Ravi,6,Delivered
D005578,O005578,,-3,delivered
D005579,O005579,Amit,-2,
D005580,O005580,,-1,
D005581,O005581,,-5,
D005582,O005582,Ravi,4,
D005583,O005583,John,-3,delivered
D005584,O005584,John,0,
D005585,O005585,Ravi,-3,
D005586,O005586,Ravi,-1,Delivered
D005587,O005587,Ravi,14,Cancelled
D005588,O005588,,-4,Delivered
D005589,O005589,,14,
D005590,O005590,Amit,14,Cancelled
D005591,O005591,Ravi,5,Delivered
D005592,O005592,,13,delivered
D005593,O005593,John,18,Cancelled
D005594,O005594,Ravi,0,Delivered
D005595,O005595,John,-5,Delivered
D005596,O005596,Kiran,19,
D005597,O005597,Amit,13,Cancelled
D005598,O005598,Kiran,14,
D005599,O005599,Amit,4,Cancelled
D005600,O005600,Ravi,6,
D005601,O005601,Amit,17,Cancelled
D005602,O005602,,10,Cancelled
D005603,O005603,John,-1,Delivered
D005604,O005604,,-2,
D005605,O005605,Ravi,-4,Cancelled
D005606,O005606,Kiran,-1,Cancelled
D005607,O005607,John,8,Cancelled
D005608,O005608,Ravi,8,delivered
D005609,O005609,,7,Cancelled
D005610,O005610,,18,delivered
D005611,O005611,Amit,12,Cancelled
D005612,O005612,Amit,11,Cancelled
D005613,O005613,Kiran,16,Delivered
D005614,O005614,Amit,7,Delivered
D005615,O005615,Amit,11,Delivered
D005616,O005616,Amit,19,Delivered
D005617,O005617,Kiran,18,
D005618,O005618,Ravi,10,Cancelled
D005619,O005619,John,-2,delivered
D005620,O005620,Ravi,17,Cancelled
D005621,O005621,Ravi,10,Cancelled
D005622,O005622,Ravi,-2,Cancelled
D005623,O005623,,0,Delivered
D005624,O005624,John,10,Cancelled
D005625,O005625,John,4,Cancelled
D005626,O005626,,1,
D005627,O005627,,19,
D005628,O005628,Amit,-4,delivered
D005629,O005629,,4,
D005630,O005630,Kiran,10,Delivered
D005631,O005631,,2,
D005632,O005632,Amit,3,delivered
D005633,O005633,,7,delivered
D005634,O005634,Kiran,14,
D005635,O005635,,2,Cancelled
D005636,O005636,Ravi,8,delivered
D005637,O005637,John,4,
D005638,O005638,Kiran,15,
D005639,O005639,Kiran,3,
D005640,O005640,Kiran,-4,delivered
D005641,O005641,Ravi,6,Cancelled
D005642,O005642,Ravi,10,Delivered
D005643,O005643,John,-5,
D005644,O005644,Amit,7,Cancelled
D005645,O005645,John,9,Delivered
D005646,O005646,Kiran,4,
D005647,O005647,Kiran,16,delivered
D005648,O005648,Kiran,9,Delivered
D005649,O005649,John,14,Cancelled
D005650,O005650,Amit,0,Delivered
D005651,O005651,Amit,17,Cancelled
D005652,O005652,John,19,Cancelled
D005653,O005653,Kiran,11,Cancelled
D005654,O005654,John,-3,
D005655,O005655,John,-4,Delivered
D005656,O005656,,9,delivered
D005657,O005657,,15,
D005658,O005658,Ravi,2,delivered
D005659,O005659,Ravi,10,delivered
D005660,O005660,John,6,Delivered
D005661,O005661,,15,
D005662,O005662,Kiran,18,Delivered
D005663,O005663,Ravi,13,
D005664,O005664,Kiran,6,
D005665,O005665,Kiran,7,Delivered
D005666,O005666,Ravi,-5,
D005667,O005667,John,7,Delivered
D005668,O005668,,-2,Cancelled
D005669,O005669,Ravi,13,Cancelled
D005670,O005670,Amit,7,delivered
D005671,O005671,Amit,10,Delivered
D005672,O005672,Kiran,2,delivered
D005673,O005673,Amit,2,
D005674,O005674,Kiran,18,Cancelled
D005675,O005675,,13,Delivered
D005676,O005676,Ravi,18,delivered
D005677,O005677,Ravi,16,
D005678,O005678,,2,
D005679,O005679,Kiran,3,Delivered
D005680,O005680,John,11,
D005681,O005681,Amit,-5,delivered
D005682,O005682,,6,Delivered
D005683,O005683,Amit,14,delivered
D005684,O005684,John,-5,Delivered
D005685,O005685,Kiran,19,delivered
D005686,O005686,Amit,3,
D005687,O005687,Kiran,17,Cancelled
D005688,O005688,John,12,
D005689,O005689,Kiran,14,
D005690,O005690,John,14,delivered
D005691,O005691,Ravi,4,delivered
D005692,O005692,Amit,15,Cancelled
D005693,O005693,Amit,6,Cancelled
D005694,O005694,John,-1,delivered
D005695,O005695,John,18,
D005696,O005696,,13,Delivered
D005697,O005697,John,1,Cancelled
D005698,O005698,John,11,
D005699,O005699,Kiran,-5,Delivered
D005700,O005700,Kiran,13,
D005701,O005701,Amit,11,Cancelled
D005702,O005702,Kiran,-5,delivered
D005703,O005703,Kiran,10,delivered
D005704,O005704,Amit,13,Cancelled
D005705,O005705,Ravi,3,delivered
D005706,O005706,,15,Delivered
D005707,O005707,Kiran,-2,
D005708,O005708,Ravi,1,delivered
D005709,O005709,,-4,delivered
D005710,O005710,Amit,16,delivered
D005711,O005711,Kiran,8,Cancelled
D005712,O005712,Kiran,-5,Cancelled
D005713,O005713,John,-2,delivered
D005714,O005714,Kiran,16,Cancelled
D005715,O005715,Kiran,14,
D005716,O005716,Ravi,17,Delivered
D005717,O005717,Ravi,13,
D005718,O005718,Kiran,7,
D005719,O005719,,-3,Delivered
D005720,O005720,Amit,4,Delivered
D005721,O005721,Ravi,2,
D005722,O005722,,12,Delivered
D005723,O005723,Kiran,11,
D005724,O005724,John,-1,delivered
D005725,O005725,Ravi,1,Cancelled
D005726,O005726,Ravi,14,Delivered
D005727,O005727,John,18,delivered
D005728,O005728,Kiran,11,Delivered
D005729,O005729,Ravi,15,Cancelled
D005730,O005730,Kiran,-4,Cancelled
D005731,O005731,,5,Cancelled
D005732,O005732,Ravi,-3,Delivered
D005733,O005733,Kiran,9,
D005734,O005734,,16,Delivered
D005735,O005735,Ravi,5,Delivered
D005736,O005736,Amit,-4,delivered
D005737,O005737,Kiran,2,delivered
D005738,O005738,,9,
D005739,O005739,Amit,-2,Cancelled
D005740,O005740,Kiran,17,Cancelled
D005741,O005741,Ravi,-1,Delivered
D005742,O005742,Kiran,17,Cancelled
D005743,O005743,,1,
D005744,O005744,Ravi,-4,Cancelled
D005745,O005745,Ravi,5,delivered
D005746,O005746,Ravi,16,Cancelled
D005747,O005747,John,6,Delivered
D005748,O005748,,2,delivered
D005749,O005749,Amit,8,
D005750,O005750,Ravi,2,Delivered
D005751,O005751,,3,Delivered
D005752,O005752,John,-1,delivered
D005753,O005753,John,7,Delivered
D005754,O005754,Ravi,4,Cancelled
D005755,O005755,,-3,Cancelled
D005756,O005756,John,5,delivered
D005757,O005757,Ravi,-1,Cancelled
D005758,O005758,Kiran,16,Delivered
D005759,O005759,Kiran,19,delivered
D005760,O005760,Kiran,19,delivered
D005761,O005761,Amit,-2,
D005762,O005762,,-1,Delivered
D005763,O005763,Kiran,2,Delivered
D005764,O005764,John,3,
D005765,O005765,Amit,9,
D005766,O005766,Kiran,-5,Delivered
D005767,O005767,Ravi,13,
D005768,O005768,John,6,delivered
D005769,O005769,Amit,7,delivered
D005770,O005770,Amit,-2,Delivered
D005771,O005771,John,10,delivered
D005772,O005772,Kiran,19,Delivered
D005773,O005773,Ravi,6,
D005774,O005774,Ravi,9,Cancelled
D005775,O005775,Ravi,-5,delivered
D005776,O005776,Amit,8,delivered
D005777,O005777,Kiran,9,
D005778,O005778,John,2,delivered
D005779,O005779,,-4,Delivered
D005780,O005780,Ravi,10,delivered
D005781,O005781,John,11,
D005782,O005782,John,5,Delivered
D005783,O005783,Ravi,17,delivered
D005784,O005784,,14,delivered
D005785,O005785,Amit,-4,delivered
D005786,O005786,Amit,14,delivered
D005787,O005787,Kiran,4,Cancelled
D005788,O005788,Amit,12,Cancelled
D005789,O005789,John,-2,
D005790,O005790,Amit,12,Cancelled
D005791,O005791,Kiran,6,
D005792,O005792,John,1,Delivered
D005793,O005793,John,13,Cancelled
D005794,O005794,,1,Delivered
D005795,O005795,Ravi,-4,Cancelled
D005796,O005796,Ravi,8,
D005797,O005797,Ravi,-2,Delivered
D005798,O005798,Kiran,5,delivered
D005799,O005799,Amit,17,delivered
D005800,O005800,Ravi,8,Cancelled
D005801,O005801,Amit,0,Delivered
D005802,O005802,Ravi,-3,
D005803,O005803,,18,
D005804,O005804,Amit,19,delivered
D005805,O005805,Kiran,10,delivered
D005806,O005806,Kiran,14,Cancelled
D005807,O005807,Amit,10,
D005808,O005808,Kiran,19,Delivered
D005809,O005809,John,-3,delivered
D005810,O005810,Kiran,10,Delivered
D005811,O005811,,12,
D005812,O005812,,2,Delivered
D005813,O005813,Amit,4,
D005814,O005814,Kiran,16,
D005815,O005815,Amit,18,Delivered
D005816,O005816,Ravi,-3,Delivered
D005817,O005817,John,8,Delivered
D005818,O005818,Amit,9,
D005819,O005819,Amit,18,Cancelled
D005820,O005820,Amit,-4,
D005821,O005821,Amit,10,
D005822,O005822,,7,Cancelled
D005823,O005823,John,17,delivered
D005824,O005824,Ravi,9,Delivered
D005825,O005825,John,8,Delivered
D005826,O005826,Amit,12,delivered
D005827,O005827,,10,Delivered
D005828,O005828,Ravi,6,
D005829,O005829,Amit,8,delivered
D005830,O005830,Amit,9,Cancelled
D005831,O005831,Kiran,-4,
D005832,O005832,John,-1,
D005833,O005833,John,7,
D005834,O005834,John,19,
D005835,O005835,Kiran,12,Delivered
D005836,O005836,,7,
D005837,O005837,,3,Delivered
D005838,O005838,,18,Delivered
D005839,O005839,Ravi,4,Delivered
D005840,O005840,Kiran,14,Delivered
D005841,O005841,Kiran,-1,Cancelled
D005842,O005842,,0,Delivered
D005843,O005843,,3,Delivered
D005844,O005844,,16,delivered
D005845,O005845,Kiran,16,Cancelled
D005846,O005846,,5,
D005847,O005847,John,9,Delivered
D005848,O005848,,0,Delivered
D005849,O005849,John,11,Cancelled
D005850,O005850,Amit,-5,delivered
D005851,O005851,Amit,3,
D005852,O005852,Kiran,12,
D005853,O005853,Ravi,15,Cancelled
D005854,O005854,Amit,19,Cancelled
D005855,O005855,Kiran,0,delivered
D005856,O005856,Kiran,19,Cancelled
D005857,O005857,John,8,delivered
D005858,O005858,John,-4,delivered
D005859,O005859,,4,Delivered
D005860,O005860,Amit,-5,
D005861,O005861,John,12,
D005862,O005862,Ravi,-4,Delivered
D005863,O005863,Kiran,15,
D005864,O005864,,-5,Cancelled
D005865,O005865,John,9,Delivered
D005866,O005866,John,5,delivered
D005867,O005867,John,-4,delivered
D005868,O005868,Amit,9,Cancelled
D005869,O005869,John,15,
D005870,O005870,Kiran,8,Cancelled
D005871,O005871,John,-1,Delivered
D005872,O005872,Ravi,17,Cancelled
D005873,O005873,John,-2,Cancelled
D005874,O005874,,16,Cancelled
D005875,O005875,,16,delivered
D005876,O005876,Ravi,3,Delivered
D005877,O005877,,7,
D005878,O005878,Amit,-3,delivered
D005879,O005879,Kiran,19,delivered
D005880,O005880,Kiran,5,Cancelled
D005881,O005881,Amit,8,delivered
D005882,O005882,,3,Delivered
D005883,O005883,Ravi,7,Delivered
D005884,O005884,Ravi,-4,
D005885,O005885,Kiran,12,Delivered
D005886,O005886,Ravi,1,delivered
D005887,O005887,Amit,18,
D005888,O005888,Kiran,-3,delivered
D005889,O005889,John,1,delivered
D005890,O005890,Amit,1,Delivered
D005891,O005891,Amit,17,Delivered
D005892,O005892,Ravi,-4,
D005893,O005893,Ravi,2,Delivered
D005894,O005894,Ravi,5,delivered
D005895,O005895,John,10,
D005896,O005896,Amit,2,
D005897,O005897,,8,
D005898,O005898,Kiran,-1,Delivered
D005899,O005899,Ravi,17,
D005900,O005900,Ravi,1,Delivered
D005901,O005901,Amit,4,Cancelled
D005902,O005902,John,14,
D005903,O005903,Ravi,15,delivered
D005904,O005904,John,0,delivered
D005905,O005905,John,0,
D005906,O005906,,4,Delivered
D005907,O005907,John,3,Cancelled
D005908,O005908,,-3,Cancelled
D005909,O005909,Kiran,-1,Delivered
D005910,O005910,John,11,
D005911,O005911,Kiran,-5,Cancelled
D005912,O005912,John,4,Delivered
D005913,O005913,,-1,delivered
D005914,O005914,,-5,
D005915,O005915,Kiran,17,Cancelled
D005916,O005916,Amit,4,
D005917,O005917,Amit,18,
D005918,O005918,Amit,8,
D005919,O005919,John,10,
D005920,O005920,Amit,12,Cancelled
D005921,O005921,Kiran,13,Cancelled
D005922,O005922,Amit,8,Delivered
D005923,O005923,Kiran,4,delivered
D005924,O005924,Kiran,2,Cancelled
D005925,O005925,John,10,delivered
D005926,O005926,,5,delivered
D005927,O005927,John,11,Cancelled
D005928,O005928,John,7,delivered
D005929,O005929,Ravi,19,Delivered
D005930,O005930,Amit,-1,Delivered
D005931,O005931,Amit,9,Delivered
D005932,O005932,Kiran,10,delivered
D005933,O005933,,4,
D005934,O005934,Amit,11,
D005935,O005935,Amit,9,Delivered
D005936,O005936,,2,Cancelled
D005937,O005937,Amit,3,delivered
D005938,O005938,Ravi,3,Delivered
D005939,O005939,Amit,5,
D005940,O005940,Ravi,3,Delivered
D005941,O005941,John,16,Delivered
D005942,O005942,John,5,Delivered
D005943,O005943,Ravi,1,
D005944,O005944,Kiran,17,
D005945,O005945,Ravi,-2,Cancelled
D005946,O005946,Kiran,13,
D005947,O005947,,3,Delivered
D005948,O005948,,-3,
D005949,O005949,Ravi,13,Cancelled
D005950,O005950,Kiran,7,delivered
D005951,O005951,John,10,Cancelled
D005952,O005952,Ravi,-2,Delivered
D005953,O005953,Ravi,4,Delivered
D005954,O005954,Kiran,-3,delivered
D005955,O005955,,12,Cancelled
D005956,O005956,John,15,Delivered
D005957,O005957,Kiran,5,Cancelled
D005958,O005958,Kiran,11,
D005959,O005959,John,11,
D005960,O005960,Ravi,16,Delivered
D005961,O005961,Ravi,6,delivered
D005962,O005962,Amit,-2,
D005963,O005963,John,2,Cancelled
D005964,O005964,Kiran,-5,Delivered
D005965,O005965,Amit,15,delivered
D005966,O005966,Amit,5,Delivered
D005967,O005967,Amit,0,Delivered
D005968,O005968,Ravi,-1,delivered
D005969,O005969,,9,Cancelled
D005970,O005970,Amit,16,
D005971,O005971,Kiran,13,Cancelled
D005972,O005972,Ravi,19,delivered
D005973,O005973,,9,delivered
D005974,O005974,,1,
D005975,O005975,Amit,11,
D005976,O005976,Amit,15,delivered
D005977,O005977,Ravi,-5,delivered
D005978,O005978,Amit,8,
D005979,O005979,Ravi,13,
D005980,O005980,,16,Cancelled
D005981,O005981,Kiran,10,delivered
D005982,O005982,Kiran,-4,delivered
D005983,O005983,John,15,Cancelled
D005984,O005984,John,1,Delivered
D005985,O005985,John,6,
D005986,O005986,Kiran,3,
D005987,O005987,Amit,11,Delivered
D005988,O005988,Ravi,1,Cancelled
D005989,O005989,Kiran,8,Cancelled
D005990,O005990,John,18,Cancelled
D005991,O005991,John,13,Cancelled
D005992,O005992,Amit,-4,delivered
D005993,O005993,John,2,delivered
D005994,O005994,John,17,Cancelled
D005995,O005995,Ravi,-5,
D005996,O005996,Amit,-4,Delivered
D005997,O005997,,14,Delivered
D005998,O005998,,9,
D005999,O005999,John,9,Cancelled
D006000,O006000,John,13,Cancelled
D006001,O006001,Ravi,-4,Delivered
D006002,O006002,,-1,Delivered
D006003,O006003,Amit,16,delivered
D006004,O006004,Amit,16,Delivered
D006005,O006005,Kiran,17,Delivered
D006006,O006006,Kiran,6,Delivered
D006007,O006007,Amit,7,Delivered
D006008,O006008,Kiran,16,delivered
D006009,O006009,Ravi,16,delivered
D006010,O006010,John,10,delivered
D006011,O006011,Amit,2,
D006012,O006012,,-1,Delivered
D006013,O006013,,15,delivered
D006014,O006014,Amit,5,
D006015,O006015,Kiran,5,
D006016,O006016,Kiran,17,Cancelled
D006017,O006017,Amit,4,delivered
D006018,O006018,Amit,7,Delivered
D006019,O006019,Amit,5,Delivered
D006020,O006020,Ravi,17,Cancelled
D006021,O006021,,13,
D006022,O006022,Ravi,-5,delivered
D006023,O006023,Ravi,15,Cancelled
D006024,O006024,John,5,Delivered
D006025,O006025,Ravi,-2,
D006026,O006026,,-5,
D006027,O006027,Kiran,15,delivered
D006028,O006028,,0,delivered
D006029,O006029,Amit,17,delivered
D006030,O006030,Amit,10,Cancelled
D006031,O006031,Amit,4,Delivered
D006032,O006032,Ravi,5,delivered
D006033,O006033,John,10,Cancelled
D006034,O006034,Kiran,3,Cancelled
D006035,O006035,Ravi,6,delivered
D006036,O006036,Amit,14,Cancelled
D006037,O006037,,11,Delivered
D006038,O006038,Amit,14,delivered
D006039,O006039,,5,Cancelled
D006040,O006040,Kiran,17,Cancelled
D006041,O006041,Amit,-5,delivered
D006042,O006042,Kiran,19,Cancelled
D006043,O006043,Amit,0,Delivered
D006044,O006044,Amit,4,Cancelled
D006045,O006045,,2,
D006046,O006046,John,16,Delivered
D006047,O006047,,8,delivered
D006048,O006048,Ravi,17,delivered
D006049,O006049,Kiran,13,Cancelled
D006050,O006050,Kiran,18,
D006051,O006051,John,15,Delivered
D006052,O006052,Amit,1,Cancelled
D006053,O006053,Kiran,1,Delivered
D006054,O006054,John,0,delivered
D006055,O006055,Ravi,13,delivered
D006056,O006056,Kiran,5,
D006057,O006057,Ravi,-5,delivered
D006058,O006058,,0,
D006059,O006059,Kiran,7,delivered
D006060,O006060,Kiran,19,Delivered
D006061,O006061,Amit,12,Delivered
D006062,O006062,Ravi,-4,Cancelled
D006063,O006063,,11,Cancelled
D006064,O006064,John,11,Cancelled
D006065,O006065,,-4,Cancelled
D006066,O006066,Kiran,-5,Cancelled
D006067,O006067,Ravi,6,Cancelled
D006068,O006068,Kiran,6,
D006069,O006069,John,16,
D006070,O006070,John,-1,delivered
D006071,O006071,Kiran,18,
D006072,O006072,Kiran,10,Delivered
D006073,O006073,Kiran,10,
D006074,O006074,Ravi,7,Cancelled
D006075,O006075,Amit,1,
D006076,O006076,John,6,Delivered
D006077,O006077,Ravi,8,delivered
D006078,O006078,John,14,
D006079,O006079,Kiran,3,Delivered
D006080,O006080,John,5,
D006081,O006081,,5,delivered
D006082,O006082,John,14,
D006083,O006083,,19,Delivered
D006084,O006084,Ravi,14,delivered
D006085,O006085,Ravi,-4,delivered
D006086,O006086,,9,delivered
D006087,O006087,John,12,delivered
D006088,O006088,Ravi,16,Cancelled
D006089,O006089,John,16,Cancelled
D006090,O006090,Amit,17,
D006091,O006091,Amit,6,
D006092,O006092,,1,delivered
D006093,O006093,,6,Delivered
D006094,O006094,John,-3,Delivered
D006095,O006095,Amit,4,Cancelled
D006096,O006096,Amit,17,Delivered
D006097,O006097,,19,delivered
D006098,O006098,Kiran,3,
D006099,O006099,John,9,
D006100,O006100,John,1,delivered
D006101,O006101,Ravi,-2,Delivered
D006102,O006102,,8,Cancelled
D006103,O006103,Ravi,18,Cancelled
D006104,O006104,Kiran,12,
D006105,O006105,Ravi,18,Delivered
D006106,O006106,Kiran,6,Cancelled
D006107,O006107,Ravi,5,Delivered
D006108,O006108,,-3,Delivered
D006109,O006109,Kiran,-1,Cancelled
D006110,O006110,John,-3,
D006111,O006111,,16,Delivered
D006112,O006112,,0,Cancelled
D006113,O006113,Amit,18,delivered
D006114,O006114,John,-5,delivered
D006115,O006115,Ravi,-1,
D006116,O006116,,15,Cancelled
D006117,O006117,Ravi,8,Delivered
D006118,O006118,,3,delivered
D006119,O006119,John,4,Delivered
D006120,O006120,,14,delivered
D006121,O006121,Ravi,16,Cancelled
D006122,O006122,Ravi,5,Delivered
D006123,O006123,John,4,
D006124,O006124,Ravi,17,Cancelled
