payment_id,order_id,payment_method,payment_status
P004579,O004579,Debit Card,completed
P004580,O004580,Credit Card,Completed
P004581,O004581,Credit Card,Failed
P004582,O004582,Debit Card,Failed
P004583,O004583,UPI,Failed
P004584,O004584,Cash,
P004585,O004585,Debit Card,Completed
P004586,O004586,Credit Card,Failed
P004587,O004587,Cash,Completed
P004588,O004588,Credit Card,Failed
P004589,O004589,Debit Card,Failed
P004590,O004590,Cash,Completed
P004591,O004591,Credit Card,
P004592,O004592,Credit Card,
P004593,O004593,UPI,Failed
P004594,O004594,Credit Card,Completed
P004595,O004595,,
P004596,O004596,Debit Card,Completed
P004597,O004597,,Failed
P004598,O004598,Debit Card,Completed
P004599,O004599,UPI,completed
P004600,O004600,Debit Card,
P004601,O004601,UPI,completed
P004602,O004602,Cash,
P004603,O004603,,Failed
P004604,O004604,,completed
P004605,O004605,UPI,Failed
P004606,O004606,,Completed
P004607,O004607,,Completed
P004608,O004608,UPI,completed
P004609,O004609,UPI,completed
P004610,O004610,Credit Card,completed
P004611,O004611,,Completed
P004612,O004612,,completed
P004613,O004613,Cash,
P004614,O004614,,
P004615,O004615,UPI,Failed
P004616,O004616,Debit Card,Completed
P004617,O004617,Credit Card,
P004618,O004618,UPI,completed
P004619,O004619,Debit Card,Completed
P004620,O004620,,Completed
P004621,O004621,UPI,
P004622,O004622,,Failed
P004623,O004623,Cash,Failed
P004624,O004624,Cash,
P004625,O004625,Credit Card,completed
P004626,O004626,Debit Card,
P004627,O004627,UPI,Completed
P004628,O004628,Credit Card,
P004629,O004629,,
P004630,O004630,UPI,
P004631,O004631,UPI,Failed
P004632,O004632,,Failed
P004633,O004633,Credit Card,
P004634,O004634,Credit Card,completed
P004635,O004635,Cash,Completed
P004636,O004636,UPI,completed
P004637,O004637,Credit Card,completed
P004638,O004638,UPI,completed
P004639,O004639,Cash,Completed
P004640,O004640,Debit Card,Completed
P004641,O004641,Debit Card,
P004642,O004642,Cash,completed
P004643,O004643,UPI,completed
P004644,O004644,Credit Card,completed
P004645,O004645,Credit Card,Completed
P004646,O004646,,completed
P004647,O004647,Credit Card,Failed
P004648,O004648,UPI,completed
P004649,O004649,UPI,completed
P004650,O004650,Cash,Completed
P004651,O004651,,Completed
P004652,O004652,Credit Card,Failed
P004653,O004653,UPI,
P004654,O004654,UPI,completed
P004655,O004655,Debit Card,Completed
P004656,O004656,UPI,
P004657,O004657,,Completed
P004658,O004658,Credit Card,Completed
P004659,O004659,Debit Card,Completed
P004660,O004660,UPI,Completed
P004661,O004661,,Completed
P004662,O004662,Cash,
P004663,O004663,Credit Card,completed
P004664,O004664,Cash,
P004665,O004665,,Completed
P004666,O004666,Cash,completed
P004667,O004667,Credit Card,
P004668,O004668,,
P004669,O004669,UPI,completed
P004670,O004670,Cash,Failed
P004671,O004671,Debit Card,
P004672,O004672,Cash,Failed
P004673,O004673,,Failed
P004674,O004674,Debit Card,completed
P004675,O004675,,completed
P004676,O004676,,completed
P004677,O004677,Debit Card,
P004678,O004678,,Completed
P004679,O004679,Debit Card,Failed
P004680,O004680,UPI,Completed
P004681,O004681,,
P004682,O004682,UPI,Failed
P004683,O004683,Credit Card,Failed
P004684,O004684,Cash,Completed
P004685,O004685,UPI,completed
P004686,O004686,Cash,Failed
P004687,O004687,Debit Card,
P004688,O004688,Credit Card,completed
P004689,O004689,Debit Card,Completed
P004690,O004690,,Failed
P004691,O004691,Cash,completed
P004692,O004692,Debit Card,Failed
P004693,O004693,Cash,
P004694,O004694,,completed
P004695,O004695,,completed
P004696,O004696,Cash,completed
P004697,O004697,Credit Card,Completed
P004698,O004698,Cash,Failed
P004699,O004699,Cash,completed
P004700,O004700,Debit Card,Completed
P004701,O004701,Cash,
P004702,O004702,Credit Card,completed
P004703,O004703,Credit Card,completed
P004704,O004704,Cash,
P004705,O004705,UPI,
P004706,O004706,Cash,
P004707,O004707,Debit Card,Completed
P004708,O004708,UPI,Completed
P004709,O004709,,
P004710,O004710,,Failed
P004711,O004711,UPI,Completed
P004712,O004712,Cash,completed
P004713,O004713,,
P004714,O004714,Debit Card,Completed
P004715,O004715,,Completed
P004716,O004716,Debit Card,
P004717,O004717,UPI,completed
P004718,O004718,Debit Card,completed
P004719,O004719,Credit Card,
P004720,O004720,Credit Card,Failed
P004721,O004721,Credit Card,completed
P004722,O004722,Credit Card,
P004723,O004723,UPI,Completed
P004724,O004724,Debit Card,
P004725,O004725,Cash,
P004726,O004726,Credit Card,
P004727,O004727,Credit Card,Completed
P004728,O004728,,completed
P004729,O004729,Credit Card,Failed
P004730,O004730,Cash,Failed
P004731,O004731,Cash,
P004732,O004732,,completed
P004733,O004733,UPI,Completed
P004734,O004734,UPI,completed
P004735,O004735,Debit Card,Completed
P004736,O004736,Cash,Completed
P004737,O004737,Cash,Completed
P004738,O004738,Credit Card,
P004739,O004739,Credit Card,completed
P004740,O004740,Credit Card,Completed
P004741,O004741,Debit Card,completed
P004742,O004742,Cash,completed
P004743,O004743,Credit Card,Failed
P004744,O004744,Credit Card,Failed
P004745,O004745,Cash,Failed
P004746,O004746,Credit Card,
P004747,O004747,,completed
P004748,O004748,,completed
P004749,O004749,UPI,completed
P004750,O004750,Cash,
P004751,O004751,,Failed
P004752,O004752,Cash,Completed
P004753,O004753,Debit Card,
P004754,O004754,Cash,Completed
P004755,O004755,UPI,Failed
P004756,O004756,UPI,Failed
P004757,O004757,Debit Card,Completed
P004758,O004758,Cash,Failed
P004759,O004759,Cash,
P004760,O004760,,completed
P004761,O004761,,completed
P004762,O004762,UPI,Failed
P004763,O004763,Cash,completed
P004764,O004764,Credit Card,
P004765,O004765,,completed
P004766,O004766,Cash,completed
P004767,O004767,Debit Card,
P004768,O004768,,
P004769,O004769,UPI,Completed
P004770,O004770,UPI,Failed
P004771,O004771,UPI,
P004772,O004772,UPI,completed
P004773,O004773,Cash,
P004774,O004774,Cash,
P004775,O004775,,Failed
P004776,O004776,Credit Card,
P004777,O004777,UPI,completed
P004778,O004778,Credit Card,
P004779,O004779,UPI,Completed
P004780,O004780,,
P004781,O004781,Debit Card,completed
P004782,O004782,UPI,
P004783,O004783,Debit Card,Completed
P004784,O004784,UPI,completed
P004785,O004785,Credit Card,Completed
P004786,O004786,UPI,completed
P004787,O004787,Credit Card,
P004788,O004788,Debit Card,completed
P004789,O004789,Cash,
P004790,O004790,Debit Card,Completed
P004791,O004791,Cash,completed
P004792,O004792,,
P004793,O004793,,completed
P004794,O004794,,
P004795,O004795,,completed
P004796,O004796,UPI,
P004797,O004797,Debit Card,
P004798,O004798,Credit Card,Completed
P004799,O004799,UPI,
P004800,O004800,UPI,Failed
P004801,O004801,,completed
P004802,O004802,UPI,completed
P004803,O004803,Credit Card,Completed
P004804,O004804,Debit Card,Failed
P004805,O004805,,
P004806,O004806,,completed
P004807,O004807,Credit Card,completed
P004808,O004808,UPI,
P004809,O004809,Credit Card,Failed
P004810,O004810,Cash,completed
P004811,O004811,Debit Card,Failed
P004812,O004812,Debit Card,Completed
P004813,O004813,Credit Card,Completed
P004814,O004814,Debit Card,Failed
P004815,O004815,Debit Card,Completed
P004816,O004816,UPI,Failed
P004817,O004817,,
P004818,O004818,,completed
P004819,O004819,,Completed
P004820,O004820,Credit Card,Failed
P004821,O004821,Credit Card,Failed
P004822,O004822,,Failed
P004823,O004823,Cash,completed
P004824,O004824,Cash,completed
P004825,O004825,UPI,completed
P004826,O004826,Credit Card,Completed
P004827,O004827,,completed
P004828,O004828,Cash,Failed
P004829,O004829,,completed
P004830,O004830,Debit Card,Completed
P004831,O004831,Cash,completed
P004832,O004832,,Failed
P004833,O004833,Credit Card,
P004834,O004834,Credit Card,Completed
P004835,O004835,Debit Card,Failed
P004836,O004836,Debit Card,completed
P004837,O004837,UPI,Completed
P004838,O004838,,Completed
P004839,O004839,Cash,Failed
P004840,O004840,Cash,Completed
P004841,O004841,Cash,Completed
P004842,O004842,UPI,
P004843,O004843,,Completed
P004844,O004844,Debit Card,
P004845,O004845,UPI,Failed
P004846,O004846,Debit Card,completed
P004847,O004847,UPI,Failed
P004848,O004848,UPI,
P004849,O004849,Cash,completed
P004850,O004850,UPI,completed
P004851,O004851,Cash,Completed
P004852,O004852,Cash,Completed
P004853,O004853,Cash,completed
P004854,O004854,Credit Card,completed
P004855,O004855,Cash,Completed
P004856,O004856,,
P004857,O004857,,completed
P004858,O004858,UPI,completed
P004859,O004859,Debit Card,completed
P004860,O004860,,completed
P004861,O004861,Debit Card,completed
P004862,O004862,Cash,Completed
P004863,O004863,Debit Card,
P004864,O004864,Cash,Completed
P004865,O004865,Credit Card,Failed
P004866,O004866,UPI,completed
P004867,O004867,Debit Card,Failed
P004868,O004868,Debit Card,Failed
P004869,O004869,Debit Card,Completed
P004870,O004870,UPI,
P004871,O004871,Credit Card,completed
P004872,O004872,UPI,Failed
P004873,O004873,,Failed
P004874,O004874,UPI,Failed
P004875,O004875,,Completed
P004876,O004876,Debit Card,
P004877,O004877,Credit Card,completed
P004878,O004878,Cash,completed
P004879,O004879,Credit Card,Completed
P004880,O004880,,
P004881,O004881,Credit Card,completed
P004882,O004882,Debit Card,Completed
P004883,O004883,UPI,completed
P004884,O004884,,Failed
P004885,O004885,,completed
P004886,O004886,,Failed
P004887,O004887,Debit Card,
P004888,O004888,Credit Card,
P004889,O004889,,completed
P004890,O004890,Cash,Failed
P004891,O004891,,
P004892,O004892,Credit Card,completed
P004893,O004893,Credit Card,Failed
P004894,O004894,Cash,
P004895,O004895,UPI,
P004896,O004896,,completed
P004897,O004897,Credit Card,Completed
P004898,O004898,Cash,
P004899,O004899,Cash,completed
P004900,O004900,Debit Card,Failed
P004901,O004901,Credit Card,
P004902,O004902,Credit Card,
P004903,O004903,Credit Card,Completed
P004904,O004904,Debit Card,
P004905,O004905,Cash,
P004906,O004906,Cash,Completed
P004907,O004907,UPI,Failed
P004908,O004908,Cash,Completed
P004909,O004909,Credit Card,
P004910,O004910,Debit Card,Failed
P004911,O004911,UPI,Completed
P004912,O004912,Cash,completed
P004913,O004913,Debit Card,Failed
P004914,O004914,,Completed
P004915,O004915,Cash,Completed
P004916,O004916,Debit Card,Failed
P004917,O004917,Credit Card,Failed
P004918,O004918,,Failed
P004919,O004919,UPI,
P004920,O004920,UPI,
P004921,O004921,Credit Card,Completed
P004922,O004922,Debit Card,Completed
P004923,O004923,,completed
P004924,O004924,Cash,Failed
P004925,O004925,Credit Card,completed
P004926,O004926,Credit Card,Failed
P004927,O004927,Credit Card,Completed
P004928,O004928,Credit Card,
P004929,O004929,Cash,Failed
P004930,O004930,Credit Card,
P004931,O004931,UPI,completed
P004932,O004932,UPI,completed
P004933,O004933,Credit Card,
P004934,O004934,Debit Card,Completed
P004935,O004935,UPI,completed
P004936,O004936,,
P004937,O004937,Debit Card,completed
P004938,O004938,Credit Card,Completed
P004939,O004939,Cash,completed
P004940,O004940,Debit Card,Completed
P004941,O004941,,Completed
P004942,O004942,Debit Card,completed
P004943,O004943,UPI,
P004944,O004944,UPI,Completed
P004945,O004945,Cash,Failed
P004946,O004946,Debit Card,Completed
P004947,O004947,Cash,completed
P004948,O004948,Debit Card,Failed
P004949,O004949,Credit Card,
P004950,O004950,Debit Card,Failed
P004951,O004951,Debit Card,Failed
P004952,O004952,Credit Card,Failed
P004953,O004953,,
P004954,O004954,UPI,
P004955,O004955,Debit Card,
P004956,O004956,Cash,Completed
P004957,O004957,Credit Card,
P004958,O004958,,Completed
P004959,O004959,UPI,Completed
P004960,O004960,UPI,
P004961,O004961,Cash,completed
P004962,O004962,,
P004963,O004963,Cash,
P004964,O004964,UPI,completed
P004965,O004965,Debit Card,Failed
P004966,O004966,Credit Card,completed
P004967,O004967,Credit Card,Completed
P004968,O004968,Cash,Completed
P004969,O004969,Debit Card,Completed
P004970,O004970,UPI,
P004971,O004971,Credit Card,
P004972,O004972,Credit Card,Completed
P004973,O004973,Cash,Completed
P004974,O004974,,Failed
P004975,O004975,Credit Card,Completed
P004976,O004976,Cash,Completed
P004977,O004977,UPI,Completed
P004978,O004978,Credit Card,Failed
P004979,O004979,Cash,Completed
P004980,O004980,,
P004981,O004981,Debit Card,completed
P004982,O004982,Credit Card,Failed
P004983,O004983,Cash,
P004984,O004984,Debit Card,Failed
P004985,O004985,,Completed
P004986,O004986,Credit Card,Completed
P004987,O004987,Cash,Completed
P004988,O004988,Debit Card,Failed
P004989,O004989,UPI,Failed
P004990,O004990,UPI,completed
P004991,O004991,Cash,Completed
P004992,O004992,Debit Card,Completed
P004993,O004993,UPI,
P004994,O004994,Credit Card,Completed
P004995,O004995,Cash,Failed
P004996,O004996,,Failed
P004997,O004997,Credit Card,Failed
P004998,O004998,Cash,Failed
P004999,O004999,UPI,Failed
P005000,O005000,,completed
P005001,O005001,Credit Card,Failed
P005002,O005002,Debit Card,Failed
P005003,O005003,,completed
P005004,O005004,UPI,Failed
P005005,O005005,,completed
P005006,O005006,UPI,Completed
P005007,O005007,Cash,
P005008,O005008,Credit Card,completed
P005009,O005009,Cash,
P005010,O005010,,Completed
P005011,O005011,Cash,
P005012,O005012,Credit Card,completed
P005013,O005013,,Completed
P005014,O005014,Cash,
P005015,O005015,Cash,completed
P005016,O005016,Cash,Completed
P005017,O005017,Debit Card,Failed
P005018,O005018,,completed
P005019,O005019,Credit Card,
P005020,O005020,,
P005021,O005021,,Failed
P005022,O005022,Cash,completed
P005023,O005023,UPI,Failed
P005024,O005024,Cash,Completed
P005025,O005025,UPI,Completed
P005026,O005026,Debit Card,Completed
P005027,O005027,Debit Card,
P005028,O005028,UPI,Failed
P005029,O005029,Cash,
P005030,O005030,Cash,completed
P005031,O005031,,Failed
P005032,O005032,,
P005033,O005033,Debit Card,completed
P005034,O005034,,Completed
P005035,O005035,,completed
P005036,O005036,,Completed
P005037,O005037,Debit Card,
P005038,O005038,,Completed
P005039,O005039,UPI,
P005040,O005040,Credit Card,Failed
P005041,O005041,Credit Card,Failed
P005042,O005042,,Completed
P005043,O005043,,Completed
P005044,O005044,,
P005045,O005045,UPI,
P005046,O005046,Debit Card,completed
P005047,O005047,Credit Card,
P005048,O005048,Cash,Completed
P005049,O005049,,
P005050,O005050,Cash,completed
P005051,O005051,UPI,Failed
P005052,O005052,Debit Card,Completed
P005053,O005053,Cash,
P005054,O005054,,Failed
P005055,O005055,,
P005056,O005056,UPI,completed
P005057,O005057,,completed
P005058,O005058,Cash,Completed
P005059,O005059,Debit Card,Completed
P005060,O005060,,
P005061,O005061,,Completed
P005062,O005062,Cash,completed
P005063,O005063,Debit Card,
P005064,O005064,Cash,Failed
P005065,O005065,UPI,Completed
P005066,O005066,,
P005067,O005067,Credit Card,Failed
P005068,O005068,UPI,
P005069,O005069,Credit Card,Completed
P005070,O005070,Cash,Failed
P005071,O005071,Credit Card,completed
P005072,O005072,Debit Card,Completed
P005073,O005073,,completed
P005074,O005074,Debit Card,
P005075,O005075,Debit Card,completed
P005076,O005076,Cash,Failed
P005077,O005077,Debit Card,Failed
P005078,O005078,Credit Card,completed
P005079,O005079,UPI,Completed
P005080,O005080,UPI,Failed
P005081,O005081,UPI,completed
P005082,O005082,Credit Card,completed
P005083,O005083,,completed
P005084,O005084,Credit Card,
P005085,O005085,UPI,Completed
P005086,O005086,,
P005087,O005087,Cash,Failed
P005088,O005088,Credit Card,Failed
P005089,O005089,Debit Card,completed
P005090,O005090,Debit Card,Completed
P005091,O005091,Debit Card,
P005092,O005092,Credit Card,completed
P005093,O005093,Cash,Failed
P005094,O005094,,Completed
P005095,O005095,Credit Card,
P005096,O005096,Credit Card,completed
P005097,O005097,Credit Card,Failed
P005098,O005098,,Failed
P005099,O005099,Cash,Failed
P005100,O005100,Credit Card,Completed
P005101,O005101,UPI,Completed
P005102,O005102,,Failed
P005103,O005103,Cash,Failed
P005104,O005104,UPI,Completed
P005105,O005105,Credit Card,completed
P005106,O005106,UPI,completed
P005107,O005107,Debit Card,completed
P005108,O005108,Cash,Failed
P005109,O005109,Cash,
P005110,O005110,Debit Card,Failed
P005111,O005111,UPI,
P005112,O005112,Cash,
P005113,O005113,Credit Card,Completed
P005114,O005114,Debit Card,Failed
P005115,O005115,Cash,
P005116,O005116,Cash,completed
P005117,O005117,,Failed
P005118,O005118,UPI,completed
P005119,O005119,Debit Card,Completed
P005120,O005120,Cash,Completed
P005121,O005121,Debit Card,
P005122,O005122,Credit Card,Completed
P005123,O005123,,Completed
P005124,O005124,UPI,Completed
P005125,O005125,UPI,Failed
P005126,O005126,Credit Card,completed
P005127,O005127,Cash,completed
P005128,O005128,,completed
P005129,O005129,UPI,Failed
P005130,O005130,Debit Card,completed
P005131,O005131,Credit Card,
P005132,O005132,UPI,completed
P005133,O005133,Cash,Failed
P005134,O005134,,completed
P005135,O005135,UPI,Failed
P005136,O005136,Cash,
P005137,O005137,Cash,completed
P005138,O005138,Credit Card,Completed
P005139,O005139,Cash,Completed
P005140,O005140,Credit Card,Failed
P005141,O005141,Debit Card,Failed
P005142,O005142,Credit Card,Failed
P005143,O005143,UPI,Failed
P005144,O005144,Credit Card,Completed
P005145,O005145,,Completed
P005146,O005146,Debit Card,
P005147,O005147,Credit Card,
P005148,O005148,Debit Card,
P005149,O005149,Credit Card,Completed
P005150,O005150,Cash,
P005151,O005151,Cash,Failed
P005152,O005152,UPI,
P005153,O005153,Cash,Completed
P005154,O005154,,Completed
P005155,O005155,Cash,
P005156,O005156,,Failed
P005157,O005157,Credit Card,Failed
P005158,O005158,Credit Card,completed
P005159,O005159,,Completed
P005160,O005160,UPI,Failed
P005161,O005161,Cash,
P005162,O005162,,Completed
P005163,O005163,Cash,Completed
P005164,O005164,Debit Card,Completed
P005165,O005165,UPI,Completed
P005166,O005166,Credit Card,Failed
P005167,O005167,,
P005168,O005168,Debit Card,
P005169,O005169,,completed
P005170,O005170,,Completed
P005171,O005171,,completed
P005172,O005172,,Completed
P005173,O005173,Credit Card,
P005174,O005174,Credit Card,
P005175,O005175,Credit Card,
P005176,O005176,UPI,completed
P005177,O005177,Credit Card,
P005178,O005178,Cash,Failed
P005179,O005179,Credit Card,Completed
P005180,O005180,,
P005181,O005181,,Completed
P005182,O005182,Cash,
P005183,O005183,Debit Card,completed
P005184,O005184,,Failed
P005185,O005185,,Completed
P005186,O005186,Credit Card,completed
P005187,O005187,Credit Card,
P005188,O005188,,Failed
P005189,O005189,Cash,Failed
P005190,O005190,,completed
P005191,O005191,Credit Card,Failed
P005192,O005192,Credit Card,Completed
P005193,O005193,Credit Card,
P005194,O005194,Cash,Failed
P005195,O005195,,
P005196,O005196,Credit Card,Failed
P005197,O005197,Debit Card,Completed
P005198,O005198,Credit Card,
P005199,O005199,UPI,Completed
P005200,O005200,Debit Card,Failed
P005201,O005201,Credit Card,completed
P005202,O005202,UPI,
P005203,O005203,Cash,
P005204,O005204,UPI,Completed
P005205,O005205,,Completed
P005206,O005206,,completed
P005207,O005207,Cash,Completed
P005208,O005208,Cash,completed
P005209,O005209,Cash,Completed
P005210,O005210,UPI,Failed
P005211,O005211,UPI,Failed
P005212,O005212,Cash,completed
P005213,O005213,UPI,Failed
P005214,O005214,,completed
P005215,O005215,Credit Card,Failed
P005216,O005216,Debit Card,completed
P005217,O005217,Cash,
P005218,O005218,,completed
P005219,O005219,UPI,Failed
P005220,O005220,Debit Card,Completed
P005221,O005221,Cash,
P005222,O005222,UPI,Completed
P005223,O005223,UPI,
P005224,O005224,Debit Card,
P005225,O005225,UPI,completed
P005226,O005226,Debit Card,completed
P005227,O005227,,
P005228,O005228,Cash,Failed
P005229,O005229,UPI,
P005230,O005230,Credit Card,Failed
P005231,O005231,Debit Card,
P005232,O005232,,Failed
P005233,O005233,Credit Card,completed
P005234,O005234,Cash,
P005235,O005235,,
P005236,O005236,Debit Card,Failed
P005237,O005237,,Failed
P005238,O005238,,
P005239,O005239,,Failed
P005240,O005240,Cash,completed
P005241,O005241,Credit Card,completed
P005242,O005242,,
P005243,O005243,UPI,
P005244,O005244,,Failed
P005245,O005245,,completed
P005246,O005246,Cash,Completed
P005247,O005247,Cash,completed
P005248,O005248,Cash,Failed
P005249,O005249,Cash,Failed
P005250,O005250,,
P005251,O005251,,completed
P005252,O005252,Debit Card,
P005253,O005253,Cash,Failed
P005254,O005254,Debit Card,
P005255,O005255,Credit Card,
P005256,O005256,Cash,
P005257,O005257,Credit Card,
P005258,O005258,UPI,Completed
P005259,O005259,,Failed
P005260,O005260,,completed
P005261,O005261,Debit Card,
P005262,O005262,,completed
P005263,O005263,Credit Card,completed
P005264,O005264,,completed
P005265,O005265,Cash,Failed
P005266,O005266,UPI,
P005267,O005267,Debit Card,completed
P005268,O005268,Debit Card,
P005269,O005269,Debit Card,
P005270,O005270,Cash,completed
P005271,O005271,,Completed
P005272,O005272,Cash,Failed
P005273,O005273,Credit Card,
P005274,O005274,,
P005275,O005275,Cash,Completed
P005276,O005276,Credit Card,Failed
P005277,O005277,Credit Card,completed
P005278,O005278,Cash,Failed
P005279,O005279,Cash,completed
P005280,O005280,UPI,completed
P005281,O005281,Cash,Completed
P005282,O005282,Debit Card,
P005283,O005283,,Failed
P005284,O005284,Credit Card,Failed
P005285,O005285,Debit Card,completed
P005286,O005286,Debit Card,Completed
P005287,O005287,Credit Card,Completed
P005288,O005288,,completed
P005289,O005289,UPI,Completed
P005290,O005290,UPI,
P005291,O005291,Debit Card,Completed
P005292,O005292,Debit Card,Completed
P005293,O005293,Cash,
P005294,O005294,UPI,completed
P005295,O005295,UPI,Completed
P005296,O005296,,completed
P005297,O005297,Cash,completed
P005298,O005298,Credit Card,completed
P005299,O005299,Credit Card,
P005300,O005300,,Failed
P005301,O005301,Credit Card,completed
P005302,O005302,UPI,Failed
P005303,O005303,Debit Card,Failed
P005304,O005304,Cash,Failed
P005305,O005305,Credit Card,completed
P005306,O005306,Credit Card,
P005307,O005307,Credit Card,Completed
P005308,O005308,Credit Card,Failed
P005309,O005309,Debit Card,Failed
P005310,O005310,Debit Card,Completed
P005311,O005311,,
P005312,O005312,UPI,
P005313,O005313,Credit Card,Failed
P005314,O005314,,Failed
P005315,O005315,UPI,Failed
P005316,O005316,Debit Card,
P005317,O005317,Credit Card,completed
P005318,O005318,Debit Card,Failed
P005319,O005319,Credit Card,Completed
P005320,O005320,Debit Card,Completed
P005321,O005321,,Failed
P005322,O005322,,completed
P005323,O005323,Debit Card,Failed
P005324,O005324,Debit Card,Completed
P005325,O005325,Cash,Completed
P005326,O005326,Credit Card,Completed
P005327,O005327,Cash,completed
P005328,O005328,Debit Card,Failed
P005329,O005329,,
P005330,O005330,Credit Card,Failed
P005331,O005331,,completed
P005332,O005332,Debit Card,Failed
P005333,O005333,Cash,Failed
P005334,O005334,Credit Card,
P005335,O005335,Cash,
P005336,O005336,Credit Card,
P005337,O005337,,Completed
P005338,O005338,UPI,Failed
P005339,O005339,Credit Card,Failed
P005340,O005340,Debit Card,Completed
P005341,O005341,Credit Card,
P005342,O005342,Debit Card,Failed
P005343,O005343,UPI,Failed
P005344,O005344,UPI,Failed
P005345,O005345,,completed
P005346,O005346,,
P005347,O005347,UPI,
P005348,O005348,Credit Card,completed
P005349,O005349,Credit Card,completed
P005350,O005350,,Completed
P005351,O005351,Credit Card,
P005352,O005352,Credit Card,Completed
P005353,O005353,Credit Card,
P005354,O005354,Credit Card,Failed
P005355,O005355,Debit Card,completed
P005356,O005356,,
P005357,O005357,UPI,Completed
P005358,O005358,UPI,
P005359,O005359,Debit Card,
P005360,O005360,,
P005361,O005361,Debit Card,Failed
P005362,O005362,,Failed
P005363,O005363,Debit Card,Completed
P005364,O005364,Credit Card,
P005365,O005365,Debit Card,Failed
P005366,O005366,Debit Card,
P005367,O005367,Cash,completed
P005368,O005368,,Failed
P005369,O005369,Credit Card,
P005370,O005370,Debit Card,Completed
P005371,O005371,Credit Card,completed
P005372,O005372,,completed
P005373,O005373,UPI,completed
P005374,O005374,Cash,Completed
P005375,O005375,Cash,Completed
P005376,O005376,,Failed
P005377,O005377,Cash,
P005378,O005378,UPI,Failed
P005379,O005379,Credit Card,
P005380,O005380,Debit Card,Failed
P005381,O005381,,Failed
P005382,O005382,,Completed
P005383,O005383,Cash,Failed
P005384,O005384,Debit Card,Completed
P005385,O005385,Cash,Failed
P005386,O005386,Cash,completed
P005387,O005387,Credit Card,
P005388,O005388,Credit Card,Failed
P005389,O005389,Cash,Failed
P005390,O005390,UPI,Completed
P005391,O005391,,Failed
P005392,O005392,UPI,Completed
P005393,O005393,,Completed
P005394,O005394,Debit Card,Failed
P005395,O005395,Debit Card,Completed
P005396,O005396,UPI,
P005397,O005397,Cash,Failed
P005398,O005398,Cash,Completed
P005399,O005399,Debit Card,
P005400,O005400,Cash,Completed
P005401,O005401,Credit Card,completed
P005402,O005402,Debit Card,completed
P005403,O005403,,Completed
P005404,O005404,,Completed
P005405,O005405,Cash,Completed
P005406,O005406,,Completed
P005407,O005407,,Failed
P005408,O005408,UPI,
P005409,O005409,UPI,Failed
P005410,O005410,,
P005411,O005411,Debit Card,Failed
P005412,O005412,,completed
P005413,O005413,Credit Card,Failed
P005414,O005414,Debit Card,
P005415,O005415,Credit Card,Completed
P005416,O005416,Credit Card,
P005417,O005417,Cash,
P005418,O005418,UPI,completed
P005419,O005419,Cash,
P005420,O005420,Credit Card,Completed
P005421,O005421,Cash,Failed
P005422,O005422,Cash,
P005423,O005423,Debit Card,completed
P005424,O005424,Cash,
P005425,O005425,Debit Card,
P005426,O005426,Cash,Completed
P005427,O005427,Cash,Completed
P005428,O005428,Credit Card,Completed
P005429,O005429,Credit Card,Failed
P005430,O005430,,
P005431,O005431,,Failed
P005432,O005432,Debit Card,Completed
P005433,O005433,Credit Card,
P005434,O005434,,Failed
P005435,O005435,Cash,Completed
P005436,O005436,Credit Card,Completed
P005437,O005437,Cash,
P005438,O005438,Cash,Failed
P005439,O005439,Debit Card,Completed
P005440,O005440,Credit Card,Completed
P005441,O005441,Cash,Completed
P005442,O005442,Debit Card,Completed
P005443,O005443,UPI,Completed
P005444,O005444,UPI,Completed
P005445,O005445,Cash,
P005446,O005446,Cash,completed
P005447,O005447,UPI,completed
P005448,O005448,,Completed
P005449,O005449,Debit Card,Completed
P005450,O005450,Cash,
P005451,O005451,UPI,
P005452,O005452,UPI,Completed
P005453,O005453,UPI,Failed
P005454,O005454,UPI,Failed
P005455,O005455,UPI,completed
P005456,O005456,UPI,
P005457,O005457,Cash,completed
P005458,O005458,Debit Card,completed
P005459,O005459,UPI,Failed
P005460,O005460,UPI,completed
P005461,O005461,UPI,Completed
P005462,O005462,UPI,completed
P005463,O005463,UPI,completed
P005464,O005464,Credit Card,Completed
P005465,O005465,Credit Card,Completed
P005466,O005466,UPI,completed
P005467,O005467,UPI,Failed
P005468,O005468,,completed
P005469,O005469,,Failed
P005470,O005470,Debit Card,Failed
P005471,O005471,Credit Card,Completed
P005472,O005472,Cash,Failed
P005473,O005473,Debit Card,
P005474,O005474,Debit Card,completed
P005475,O005475,UPI,Failed
P005476,O005476,UPI,Failed
P005477,O005477,Cash,completed
P005478,O005478,,Completed
P005479,O005479,UPI,
P005480,O005480,Credit Card,Failed
P005481,O005481,Cash,
P005482,O005482,Cash,completed
P005483,O005483,UPI,Failed
P005484,O005484,Cash,Failed
P005485,O005485,,Failed
P005486,O005486,UPI,
P005487,O005487,,
P005488,O005488,,Failed
P005489,O005489,Credit Card,completed
P005490,O005490,UPI,Failed
P005491,O005491,Credit Card,completed
P005492,O005492,Credit Card,Completed
P005493,O005493,Cash,Completed
P005494,O005494,Debit Card,Completed
P005495,O005495,UPI,completed
P005496,O005496,,
P005497,O005497,Cash,completed
P005498,O005498,Credit Card,completed
P005499,O005499,Credit Card,Completed
P005500,O005500,UPI,Failed
P005501,O005501,Cash,completed
P005502,O005502,,Completed
